Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
135,tt8364368,2021-05-11,2021-05-11,,Crawl,https://www.imdb.com/title/tt8364368/,movie,6.1,87,2019,"Action, Horror, Thriller",71658,2019-07-10,Alexandre Aja,,
136,tt1077368,2021-05-11,2021-05-11,,Dark Shadows,https://www.imdb.com/title/tt1077368/,movie,6.2,113,2012,"Comedy, Fantasy, Horror",250590,2012-05-09,Tim Burton,,
137,tt0844479,2021-05-11,2021-05-11,,The Collector,https://www.imdb.com/title/tt0844479/,movie,6.4,90,2009,"Horror, Thriller",59659,2009-07-31,Marcus Dunstan,,
138,tt3748172,2021-05-11,2021-05-11,,Gerald's Game,https://www.imdb.com/title/tt3748172/,movie,6.5,103,2017,"Drama, Horror, Thriller",92839,2017-09-19,Mike Flanagan,,
139,tt1148204,2021-05-11,2021-05-11,,Orphan,https://www.imdb.com/title/tt1148204/,movie,7.0,123,2009,"Horror, Mystery, Thriller",194846,2009-07-21,Jaume Collet-Serra,,
140,tt1034385,2021-05-11,2021-05-11,,Cold Skin,https://www.imdb.com/title/tt1034385/,movie,6.0,108,2017,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",13509,2017-09-10,Xavier Gens,,
141,tt3278330,2021-05-11,2021-05-11,,Il racconto dei racconti - Tale of Tales,https://www.imdb.com/title/tt3278330/,movie,6.4,134,2015,"Drama, Fantasy, Horror",26811,2015-05-14,Matteo Garrone,,
142,tt1711018,2021-05-11,2021-05-11,,Vile,https://www.imdb.com/title/tt1711018/,movie,5.0,90,2011,"Horror, Mystery",5778,2011-08-26,Taylor Sheridan,,
143,tt0077713,2021-05-11,2021-05-11,,Day of the Woman,https://www.imdb.com/title/tt0077713/,movie,5.7,101,1978,"Horror, Thriller",26284,1978-05-23,Meir Zarchi,,
144,tt1242432,2021-05-11,2021-05-11,,I Spit on Your Grave,https://www.imdb.com/title/tt1242432/,movie,6.3,108,2010,"Horror, Thriller",77773,2010-05-01,Steven R. Monroe,,
145,tt2537176,2021-05-11,2021-05-11,,I Spit on Your Grave 2,https://www.imdb.com/title/tt2537176/,movie,5.7,106,2013,"Horror, Thriller",27664,2013-08-25,Steven R. Monroe,,
146,tt4530884,2021-05-11,2021-05-11,,I Spit on Your Grave 3: Vengeance Is Mine,https://www.imdb.com/title/tt4530884/,movie,5.2,92,2015,"Horror, Thriller",12190,2015-10-01,R.D. Braunstein,,
147,tt1258197,2021-05-11,2021-05-11,,Exam,https://www.imdb.com/title/tt1258197/,movie,6.8,101,2009,"Mystery, Thriller",107291,2009-06-30,Stuart Hazeldine,,
148,tt2798920,2021-05-11,2021-05-11,,Annihilation,https://www.imdb.com/title/tt2798920/,movie,6.8,115,2018,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",287168,2018-02-13,Alex Garland,,
149,tt7019942,2021-05-11,2021-05-11,,Super Deluxe,https://www.imdb.com/title/tt7019942/,movie,8.3,176,2019,"Comedy, Crime, Drama, Thriller",10652,2019-03-28,Thiagarajan Kumararaja,,
150,tt2084970,2021-05-11,2021-05-11,,The Imitation Game,https://www.imdb.com/title/tt2084970/,movie,8.0,114,2014,"Biography, Drama, Thriller, War",698071,2014-08-29,Morten Tyldum,,
151,tt9454892,2021-05-11,2021-05-11,,Hello Mini,https://www.imdb.com/title/tt9454892/,tvSeries,8.9,25,2019,Thriller,6619,2019-10-11,,,
152,tt7927936,2021-05-11,2021-05-11,,Flames,https://www.imdb.com/title/tt7927936/,tvSeries,9.1,20,2018,"Comedy, Drama, Romance",22574,2018-01-05,,,
153,tt2080374,2021-05-11,2021-05-11,,Steve Jobs,https://www.imdb.com/title/tt2080374/,movie,7.2,122,2015,"Biography, Drama",157893,2015-09-05,Danny Boyle,,
154,tt0218817,2021-05-11,2021-05-11,,Antitrust,https://www.imdb.com/title/tt0218817/,movie,6.1,108,2001,"Action, Crime, Drama, Thriller",28573,2001-01-10,Peter Howitt,,
155,tt7767422,2021-05-11,2021-05-11,,Sex Education,https://www.imdb.com/title/tt7767422/,tvSeries,8.3,45,2019,"Comedy, Drama",167008,2019-01-11,,,
156,tt1483013,2021-05-11,2021-05-11,,Oblivion,https://www.imdb.com/title/tt1483013/,movie,7.0,124,2013,"Action, Adventure, Sci-Fi",491796,2013-03-26,Joseph Kosinski,,
157,tt2582846,2021-05-11,2021-05-11,,The Fault in Our Stars,https://www.imdb.com/title/tt2582846/,movie,7.7,126,2014,"Drama, Romance",348926,2014-05-16,Josh Boone,,
